genome,completeness,contamination,length,N50
AtH2023_SRR17241594_MAG16.fasta,89.91,0.32,,
AtH2023_SRR17241594_MAG17.fasta,75.99,1.04,,
AtH2023_SRR17241594_MAG18.fasta,97.59,2.72,,
AtH2023_SRR17241594_MAG19.fasta,86.04,2.65,,
AtH2023_SRR17241594_MAG20.fasta,84.53,2.6,,
AtH2023_SRR17241594_MAG21.fasta,93.86,0.36,,
AtH2023_SRR17241594_MAG22.fasta,86.62,2.78,,
AtH2023_SRR17241594_MAG23.fasta,87.48,2.34,,
AtH2023_SRR17241594_MAG24.fasta,82.79,5.23,,
AtH2023_SRR17241594_MAG25.fasta,88.75,0.83,,
AtH2023_SRR17241594_MAG26.fasta,88.2,3.3,,
AtH2023_SRR17241594_MAG27.fasta,86.07,4.73,,
AtH2023_SRR17241594_MAG28.fasta,78.52,2.46,,
AtH2023_SRR17241594_MAG29.fasta,88.54,3.47,,
AtH2023_SRR17241594_MAG30.fasta,94.14,1.45,,
AtH2023_SRR17241594_MAG31.fasta,93.09,1.46,,
AtH2023_SRR17241594_MAG32.fasta,88.75,1.54,,
AtH2023_SRR17241594_MAG33.fasta,93.76,5.19,,
AtH2023_SRR17241594_MAG34.fasta,96.96,3.2,,
AtH2023_SRR17241594_MAG35.fasta,93.07,3.51,,
AtH2023_SRR17241594_MAG36.fasta,76.55,2.42,,
AtH2023_SRR17241594_MAG37.fasta,72.66,1.84,,
AtH2023_SRR17241594_MAG38.fasta,97.7,0.31,,
AtH2023_SRR17241594_MAG39.fasta,98.02,4.52,,
AtH2023_SRR17241594_MAG40.fasta,94.16,3.24,,
AtH2023_SRR17241594_MAG41.fasta,74.02,0.68,,
AtH2023_SRR17241594_MAG42.fasta,96.06,0.19,,
AtH2023_SRR17241594_MAG43.fasta,90.87,1.18,,
AtH2023_SRR17241594_MAG44.fasta,81.66,2.38,,
AtH2023_SRR17241594_MAG45.fasta,88.88,1.21,,
AtH2023_SRR17241594_MAG46.fasta,89.62,0.36,,
AtH2023_SRR17241594_MAG47.fasta,94.99,0.59,,
AtH2023_SRR17241594_MAG48.fasta,81.06,0.03,,
AtH2023_SRR17241594_MAG49.fasta,89.59,0.02,,
AtH2023_SRR17241594_MAG50.fasta,58.5,0.09,,
AtH2023_SRR17241594_MAG51.fasta,100.0,0.09,,
AtH2023_SRR17241594_MAG52.fasta,98.57,0.33,,
AtH2023_SRR17241594_MAG53.fasta,96.11,0.45,,
AtH2023_SRR17241603_MAG01.fasta,99.88,0.34,3144444.0,30604.0
AtH2023_SRR17241603_MAG02.fasta,99.56,0.14,2479977.0,104526.0
AtH2023_SRR17241603_MAG03.fasta,99.88,0.4,2561538.0,126977.0
AtH2023_SRR17241603_MAG04.fasta,88.3,2.48,1652447.0,6459.0
AtH2023_SRR17241603_MAG05.fasta,96.93,2.64,2399589.0,61934.0
AtH2023_SRR17241603_MAG06.fasta,86.66,0.16,2449468.0,81844.0
AtH2023_SRR17241603_MAG07.fasta,88.17,0.0,2778797.0,65375.0
AtH2023_SRR17241603_MAG08.fasta,97.47,0.66,3448969.0,31125.0
AtH2023_SRR17241603_MAG09.fasta,97.6,1.38,1871363.0,22418.0
AtH2023_SRR17241603_MAG10.fasta,87.03,0.65,1665928.0,10882.0
AtH2023_SRR17241603_MAG11.fasta,92.52,2.52,1390671.0,11113.0
AtH2023_SRR17241603_MAG12.fasta,79.85,0.15,2327175.0,12101.0
AtH2023_SRR17241603_MAG13.fasta,87.46,2.76,1502537.0,5983.0
AtH2023_SRR17241603_MAG14.fasta,82.18,2.77,2980919.0,27566.0
AtH2023_SRR17241603_MAG15.fasta,96.63,0.63,1945642.0,22530.0
AtH2023_SRR17241603_MAG16.fasta,88.39,1.56,2555460.0,9057.0
AtH2023_SRR17241603_MAG17.fasta,79.02,1.94,2186615.0,8468.0
AtH2023_SRR17241603_MAG18.fasta,82.97,0.16,1896013.0,20707.0
AtH2023_SRR17241603_MAG19.fasta,87.82,0.61,2736609.0,21832.0
AtH2023_SRR17241603_MAG20.fasta,78.29,0.36,1878635.0,30578.0
AtH2023_SRR17241603_MAG21.fasta,99.92,7.28,3312733.0,23232.0
AtH2023_SRR17241603_MAG22.fasta,86.59,2.85,3306618.0,15799.0
AtH2023_SRR17241603_MAG23.fasta,86.98,1.6,1562339.0,10176.0
AtH2023_SRR17241603_MAG24.fasta,86.07,3.39,2410478.0,8199.0
AtH2023_SRR17241603_MAG25.fasta,75.64,2.16,1590781.0,9044.0
AtH2023_SRR17241603_MAG26.fasta,84.91,2.71,2289100.0,10572.0
AtH2023_SRR17241603_MAG27.fasta,57.67,0.04,929450.0,18910.0
AtH2023_SRR17241603_MAG28.fasta,83.37,1.07,2466707.0,28822.0
AtH2023_SRR17241603_MAG29.fasta,91.87,2.36,1910995.0,21412.0
AtH2023_SRR17241603_MAG30.fasta,91.8,1.76,1722691.0,44194.0
AtH2023_SRR17241603_MAG31.fasta,81.44,0.24,2238146.0,41816.0
AtH2023_SRR17241603_MAG32.fasta,85.89,0.16,2021231.0,118375.0
AtH2023_SRR17241613_MAG01.fasta,70.29,0.13,1336844.0,38816.0
AtH2023_SRR17241613_MAG02.fasta,99.31,0.33,1649159.0,20716.0
AtH2023_SRR17241613_MAG03.fasta,98.66,2.03,2337580.0,16567.0
AtH2023_SRR17241613_MAG04.fasta,95.63,0.28,1537754.0,20723.0
AtH2023_SRR17241613_MAG05.fasta,97.98,1.56,2044472.0,19386.0
AtH2023_SRR17241613_MAG06.fasta,84.69,0.44,1486279.0,14014.0
AtH2023_SRR17241613_MAG07.fasta,97.46,2.26,2005662.0,111170.0
AtH2023_SRR17241613_MAG08.fasta,96.05,0.38,1753459.0,19235.0
AtH2023_SRR17241613_MAG09.fasta,87.61,1.24,2829087.0,33205.0
AtH2023_SRR17241613_MAG10.fasta,77.57,1.66,1703204.0,24280.0
AtH2023_SRR17241613_MAG11.fasta,94.71,3.32,1863861.0,27398.0
AtH2023_SRR17241613_MAG12.fasta,95.7,7.01,1748896.0,9011.0
AtH2023_SRR17241613_MAG13.fasta,87.85,0.47,1537499.0,31998.0
AtH2023_SRR17241613_MAG14.fasta,86.17,2.76,2507201.0,6450.0
AtH2023_SRR17241613_MAG15.fasta,84.21,3.31,1681389.0,10735.0
AtH2023_SRR17241613_MAG16.fasta,77.0,1.69,2056412.0,5784.0
AtH2023_SRR17241613_MAG17.fasta,87.08,2.72,2207799.0,13859.0
AtH2023_SRR17241613_MAG18.fasta,89.0,1.13,1699153.0,8462.0
AtH2023_SRR17241613_MAG19.fasta,81.69,1.74,2075473.0,6628.0
AtH2023_SRR17241613_MAG20.fasta,94.17,1.73,1621455.0,12803.0
AtH2023_SRR17241613_MAG21.fasta,84.58,0.45,2809574.0,21971.0
AtH2023_SRR17241613_MAG22.fasta,88.41,2.18,1451177.0,11776.0
AtH2023_SRR17241613_MAG23.fasta,92.99,2.66,2293558.0,15670.0
AtH2023_SRR17241613_MAG24.fasta,95.1,1.18,3061856.0,16805.0
AtH2023_SRR17241613_MAG25.fasta,87.67,4.72,2122950.0,11228.0
AtH2023_SRR17241613_MAG26.fasta,85.92,0.02,1639278.0,32996.0
AtH2023_SRR17241613_MAG27.fasta,89.36,2.53,1879537.0,5789.0
AtH2023_SRR17241613_MAG28.fasta,96.37,0.17,1959103.0,33999.0
AtH2023_SRR17241613_MAG29.fasta,89.02,2.2,1753241.0,17510.0
AtH2023_SRR17241613_MAG30.fasta,87.52,1.68,1500057.0,9979.0
AtH2023_SRR17241613_MAG31.fasta,91.39,1.13,1342545.0,14689.0
AtH2023_SRR17241613_MAG32.fasta,97.24,1.73,1662622.0,23401.0
AtH2023_SRR17241613_MAG33.fasta,95.61,0.48,1796047.0,19566.0
AtH2023_SRR17241613_MAG34.fasta,83.77,3.26,1629500.0,18212.0
AtH2023_SRR17241613_MAG35.fasta,90.43,0.84,2261154.0,49957.0
AtH2023_SRR17241613_MAG36.fasta,88.06,2.3,1477674.0,9013.0
AtH2023_SRR17241613_MAG37.fasta,96.17,0.03,1524030.0,35835.0
AtH2023_SRR17241613_MAG38.fasta,80.09,0.06,2001402.0,33112.0
AtH2023_SRR17241613_MAG39.fasta,87.57,0.91,1544170.0,44454.0
AtH2023_SRR17241613_MAG40.fasta,88.1,0.05,2242734.0,62260.0
AtH2023_SRR17241613_MAG41.fasta,79.24,0.18,1501605.0,58565.0
AtH2023_SRR17241613_MAG42.fasta,70.5,0.12,1261427.0,60753.0
AtH2023_SRR17241613_MAG43.fasta,83.72,1.08,1119673.0,24010.0
AtH2023_SRR17241617_MAG01.fasta,95.0,3.71,1698071.0,8723.0
AtH2023_SRR17241617_MAG02.fasta,98.49,1.15,2403513.0,19442.0
AtH2023_SRR17241617_MAG03.fasta,89.05,0.15,1781060.0,31212.0
AtH2023_SRR17241617_MAG04.fasta,86.67,4.26,1954198.0,61310.0
AtH2023_SRR17241617_MAG05.fasta,98.87,1.56,2084322.0,57561.0
AtH2023_SRR17241617_MAG06.fasta,100.0,3.64,2818081.0,60237.0
AtH2023_SRR17241617_MAG07.fasta,86.22,2.35,1465500.0,10827.0
AtH2023_SRR17241617_MAG08.fasta,78.85,0.08,2342241.0,41194.0
AtH2023_SRR17241617_MAG09.fasta,94.13,2.74,1743578.0,98331.0
AtH2023_SRR17241617_MAG10.fasta,76.9,3.0,2069768.0,5873.0
AtH2023_SRR17241617_MAG11.fasta,97.49,0.43,1686991.0,31684.0
AtH2023_SRR17241617_MAG12.fasta,90.58,1.23,4028085.0,9849.0
AtH2023_SRR17241617_MAG13.fasta,96.18,3.83,1823785.0,8391.0
AtH2023_SRR17241617_MAG14.fasta,79.61,0.85,1605200.0,13031.0
AtH2023_SRR17241617_MAG15.fasta,81.54,2.35,1858722.0,7399.0
AtH2023_SRR17241617_MAG16.fasta,97.1,4.49,1579939.0,5832.0
AtH2023_SRR17241617_MAG17.fasta,95.68,1.98,2606132.0,15071.0
AtH2023_SRR17241617_MAG18.fasta,98.23,1.16,2303206.0,35468.0
AtH2023_SRR17241617_MAG19.fasta,91.55,1.85,2769205.0,9103.0
AtH2023_SRR17241617_MAG20.fasta,84.12,1.61,2554552.0,15476.0
AtH2023_SRR17241617_MAG21.fasta,80.08,2.32,1530260.0,5090.0
AtH2023_SRR17241617_MAG22.fasta,92.15,5.11,2969871.0,13761.0
AtH2023_SRR17241617_MAG23.fasta,87.49,7.16,2689564.0,7189.0
AtH2023_SRR17241617_MAG24.fasta,94.24,0.56,2960749.0,11329.0
AtH2023_SRR17241617_MAG25.fasta,92.43,0.71,2192665.0,11073.0
AtH2023_SRR17241617_MAG26.fasta,87.74,1.19,1507321.0,5849.0
AtH2023_SRR17241617_MAG27.fasta,92.29,1.63,2466752.0,48883.0
AtH2023_SRR17241617_MAG28.fasta,83.66,6.3,2389480.0,12674.0
AtH2023_SRR17241617_MAG29.fasta,92.77,0.6,1661351.0,23550.0
AtH2023_SRR17241617_MAG30.fasta,97.77,1.4,3147940.0,46567.0
AtH2023_SRR17241617_MAG31.fasta,85.12,0.19,1719406.0,50222.0
AtH2023_SRR17241617_MAG32.fasta,97.69,0.06,1961068.0,49613.0
AtH2023_SRR17241617_MAG33.fasta,98.99,0.44,2487836.0,37715.0
AtH2023_SRR17241621_MAG01.fasta,94.36,0.06,,
AtH2023_SRR17241621_MAG02.fasta,99.98,0.48,,
AtH2023_SRR17241621_MAG03.fasta,84.3,0.14,,
AtH2023_SRR17241621_MAG04.fasta,92.67,2.84,,
AtH2023_SRR17241621_MAG05.fasta,70.12,0.62,,
AtH2023_SRR17241621_MAG06.fasta,93.49,0.81,,
AtH2023_SRR17241621_MAG07.fasta,98.21,0.6,,
AtH2023_SRR17241621_MAG08.fasta,66.94,1.16,,
AtH2023_SRR17241621_MAG09.fasta,99.81,0.94,,
AtH2023_SRR17241621_MAG10.fasta,95.32,0.25,,
AtH2023_SRR17241621_MAG11.fasta,86.45,0.74,,
AtH2023_SRR17241621_MAG12.fasta,85.83,0.04,,
AtH2023_SRR17241621_MAG13.fasta,92.71,0.2,,
AtH2023_SRR17241621_MAG14.fasta,67.65,0.53,,
AtH2023_SRR17241621_MAG15.fasta,80.94,3.11,,
AtH2023_SRR17241621_MAG16.fasta,83.5,0.39,,
AtH2023_SRR17241621_MAG17.fasta,81.53,0.63,,
AtH2023_SRR17241621_MAG18.fasta,95.94,0.66,,
AtH2023_SRR17241621_MAG19.fasta,80.89,0.04,,
AtH2023_SRR17241621_MAG20.fasta,79.0,0.03,,
AtH2023_SRR17241621_MAG21.fasta,98.02,0.3,,
AtH2023_SRR17241623_MAG01.fasta,85.01,1.96,1902453.0,14651.0
AtH2023_SRR17241623_MAG02.fasta,72.41,0.1,1347135.0,39504.0
AtH2023_SRR17241623_MAG03.fasta,94.36,0.81,2054833.0,34437.0
AtH2023_SRR17241623_MAG04.fasta,96.57,0.31,2351233.0,51329.0
AtH2023_SRR17241623_MAG05.fasta,98.03,0.61,1763735.0,30806.0
AtH2023_SRR17241623_MAG06.fasta,88.38,0.25,1713166.0,21244.0
AtH2023_SRR17241623_MAG07.fasta,86.29,2.64,1705169.0,5818.0
AtH2023_SRR17241623_MAG08.fasta,77.01,0.53,1366600.0,14645.0
AtH2023_SRR17241623_MAG09.fasta,82.48,3.31,1490149.0,5536.0
AtH2023_SRR17241623_MAG10.fasta,96.96,1.24,1849952.0,12745.0
AtH2023_SRR17241623_MAG11.fasta,86.6,6.5,2266280.0,12751.0
AtH2023_SRR17241623_MAG12.fasta,81.28,0.01,2151205.0,50095.0
AtH2023_SRR17241623_MAG13.fasta,87.47,0.81,2461124.0,31261.0
AtH2023_SRR17241623_MAG14.fasta,79.53,0.61,1668864.0,6671.0
AtH2023_SRR17241623_MAG15.fasta,70.58,2.21,2070291.0,8085.0
AtH2023_SRR17241623_MAG16.fasta,60.42,1.55,1020333.0,5055.0
AtH2023_SRR17241623_MAG17.fasta,84.34,4.11,2670496.0,16449.0
AtH2023_SRR17241623_MAG18.fasta,76.15,0.08,1866668.0,17761.0
AtH2023_SRR17241623_MAG19.fasta,97.12,0.94,1959220.0,23095.0
AtH2023_SRR17241623_MAG20.fasta,87.28,0.49,1470680.0,11673.0
AtH2023_SRR17241623_MAG21.fasta,83.72,2.87,1526860.0,6471.0
AtH2023_SRR17241623_MAG22.fasta,85.54,0.17,1977715.0,51715.0
AtH2023_SRR17241623_MAG23.fasta,83.5,0.44,2460136.0,15912.0
AtH2023_SRR17241623_MAG24.fasta,96.14,2.71,1366508.0,71685.0
AtH2023_SRR17241623_MAG25.fasta,83.57,0.01,2313434.0,33172.0
AtH2023_SRR17241623_MAG26.fasta,80.61,0.0,2206841.0,29854.0
AtH2023_SRR17241623_MAG27.fasta,95.93,1.3,1758699.0,11952.0
AtH2023_SRR17241623_MAG28.fasta,83.06,0.16,2164654.0,74871.0
AtH2023_SRR17241623_MAG29.fasta,68.39,0.0,1149474.0,67894.0
AtH2023_SRR17241627_MAG01.fasta,99.52,0.01,2063351.0,78085.0
AtH2023_SRR17241627_MAG02.fasta,99.35,0.01,2178659.0,46784.0
AtH2023_SRR17241627_MAG03.fasta,88.83,2.82,1478951.0,34261.0
AtH2023_SRR17241627_MAG04.fasta,92.71,2.54,1796711.0,19302.0
AtH2023_SRR17241627_MAG05.fasta,92.55,0.1,2510261.0,104656.0
AtH2023_SRR17241627_MAG06.fasta,100.0,1.15,3478912.0,48189.0
AtH2023_SRR17241627_MAG07.fasta,98.71,2.55,1878843.0,8353.0
AtH2023_SRR17241627_MAG08.fasta,91.43,1.19,1582884.0,6019.0
AtH2023_SRR17241627_MAG09.fasta,96.95,0.02,2414243.0,82439.0
AtH2023_SRR17241627_MAG10.fasta,84.97,0.4,2616476.0,32383.0
AtH2023_SRR17241627_MAG11.fasta,87.6,7.47,2728654.0,9413.0
AtH2023_SRR17241627_MAG12.fasta,80.51,1.25,1559378.0,13086.0
AtH2023_SRR17241627_MAG13.fasta,92.56,0.78,1536927.0,7414.0
AtH2023_SRR17241627_MAG14.fasta,90.87,1.7,1717649.0,7742.0
AtH2023_SRR17241627_MAG15.fasta,86.47,5.25,2127167.0,6182.0
AtH2023_SRR17241627_MAG16.fasta,86.37,3.26,1828706.0,21698.0
AtH2023_SRR17241627_MAG17.fasta,87.77,1.35,1924125.0,11990.0
AtH2023_SRR17241627_MAG18.fasta,71.22,2.85,1526339.0,7463.0
AtH2023_SRR17241627_MAG19.fasta,83.86,1.08,2674144.0,14922.0
AtH2023_SRR17241627_MAG20.fasta,86.51,2.0,2620361.0,19413.0
AtH2023_SRR17241627_MAG21.fasta,76.35,1.67,1802606.0,5459.0
AtH2023_SRR17241627_MAG22.fasta,87.08,1.63,1736064.0,6639.0
AtH2023_SRR17241627_MAG23.fasta,87.01,0.59,1587939.0,10095.0
AtH2023_SRR17241627_MAG24.fasta,84.06,0.0,2260017.0,49200.0
AtH2023_SRR17241627_MAG25.fasta,85.35,2.35,2036839.0,28267.0
AtH2023_SRR17241627_MAG26.fasta,82.8,0.24,1691623.0,30763.0
AtH2023_SRR17241627_MAG27.fasta,95.16,0.81,1671712.0,22765.0
AtH2023_SRR17241627_MAG28.fasta,97.44,2.91,1906038.0,9991.0
AtH2023_SRR17241627_MAG29.fasta,88.9,1.16,1731960.0,22422.0
AtH2023_SRR17241627_MAG30.fasta,94.35,0.92,2494383.0,12785.0
AtH2023_SRR17241627_MAG31.fasta,93.8,0.14,1732227.0,30208.0
AtH2023_SRR17241627_MAG32.fasta,63.18,0.64,919365.0,73524.0
AtH2023_SRR17241627_MAG33.fasta,86.8,1.06,2079243.0,50470.0
AtH2023_SRR17241627_MAG34.fasta,92.16,0.0,1497846.0,32288.0
AtH2023_SRR17241627_MAG35.fasta,82.65,2.12,2058142.0,41730.0
AtH2023_SRR17241627_MAG36.fasta,84.41,0.0,1403545.0,16785.0
AtH2023_SRR17241638_MAG01.fasta,87.97,3.16,2154386.0,46982.0
AtH2023_SRR17241638_MAG02.fasta,85.62,0.5,1682522.0,32972.0
AtH2023_SRR17241638_MAG03.fasta,84.72,0.08,1431169.0,31200.0
AtH2023_SRR17241638_MAG04.fasta,98.43,0.04,2443248.0,100519.0
AtH2023_SRR17241638_MAG05.fasta,97.97,0.99,1674643.0,22531.0
AtH2023_SRR17241638_MAG06.fasta,82.81,3.97,2494186.0,9224.0
AtH2023_SRR17241638_MAG07.fasta,92.4,1.71,1969084.0,9825.0
AtH2023_SRR17241638_MAG08.fasta,89.57,1.03,1963648.0,8328.0
AtH2023_SRR17241638_MAG09.fasta,84.52,2.41,2232417.0,12716.0
AtH2023_SRR17241638_MAG10.fasta,84.17,2.71,2485700.0,12533.0
AtH2023_SRR17241638_MAG11.fasta,84.19,1.45,2615596.0,23666.0
AtH2023_SRR17241638_MAG12.fasta,88.3,5.38,1769933.0,13359.0
AtH2023_SRR17241638_MAG13.fasta,95.95,6.01,1916195.0,11471.0
AtH2023_SRR17241638_MAG14.fasta,80.87,2.21,2427569.0,23228.0
AtH2023_SRR17241638_MAG15.fasta,89.18,0.09,1942228.0,29785.0
AtH2023_SRR17241638_MAG16.fasta,87.78,0.54,2201658.0,18606.0
AtH2023_SRR17241638_MAG17.fasta,93.72,0.3,2207206.0,34030.0
AtH2023_SRR17241638_MAG18.fasta,82.06,3.53,1575842.0,9149.0
AtH2023_SRR17241638_MAG19.fasta,89.62,2.3,1669146.0,6120.0
AtH2023_SRR17241638_MAG20.fasta,92.89,0.46,2066662.0,50406.0
AtH2023_SRR17241638_MAG21.fasta,92.06,1.33,2091418.0,11319.0
AtH2023_SRR17241638_MAG22.fasta,83.71,1.06,2368935.0,58558.0
AtH2023_SRR17241638_MAG23.fasta,58.3,0.0,1214102.0,6296.0
AtH2023_SRR17241638_MAG24.fasta,72.44,0.94,1601722.0,26701.0
AtH2023_SRR17241638_MAG25.fasta,83.43,3.21,1603491.0,5623.0
AtH2023_SRR17241638_MAG26.fasta,94.55,0.2,2052678.0,102787.0
AtH2023_SRR17241638_MAG27.fasta,98.26,2.3,2884416.0,36288.0
AtH2023_SRR17241638_MAG28.fasta,92.12,2.11,1587578.0,18612.0
AtH2023_SRR17241638_MAG29.fasta,98.49,0.01,1782267.0,41863.0
AtH2023_SRR17241638_MAG30.fasta,57.08,1.01,1562826.0,36674.0
AtH2023_SRR17241638_MAG31.fasta,81.88,1.67,2458595.0,21398.0
AtH2023_SRR17241638_MAG32.fasta,98.18,3.23,1872126.0,21148.0
AtH2023_SRR17241638_MAG33.fasta,83.97,0.26,2494829.0,101278.0
AtH2023_SRR17241638_MAG34.fasta,88.91,0.18,2054084.0,58126.0
AtH2023_SRR17241638_MAG35.fasta,89.37,1.67,1480628.0,44241.0
AtH2023_SRR17241638_MAG36.fasta,98.85,0.37,2601953.0,53296.0
AtH2023_SRR17241638_MAG37.fasta,77.99,0.12,1971519.0,94246.0
AtH2023_SRR17241638_MAG38.fasta,93.47,1.44,1730895.0,28506.0
AtH2023_SRR17241642_MAG01.fasta,97.1,0.53,1982095.0,331268.0
AtH2023_SRR17241642_MAG02.fasta,91.39,0.07,1537090.0,19799.0
AtH2023_SRR17241642_MAG03.fasta,95.62,0.21,1940581.0,24171.0
AtH2023_SRR17241642_MAG04.fasta,98.26,0.66,1877101.0,30011.0
AtH2023_SRR17241642_MAG05.fasta,92.6,4.19,1720891.0,23966.0
AtH2023_SRR17241642_MAG06.fasta,98.81,0.83,1470370.0,396087.0
AtH2023_SRR17241642_MAG07.fasta,81.53,0.03,1733625.0,35692.0
AtH2023_SRR17241642_MAG08.fasta,89.38,5.26,1010512.0,9503.0
AtH2023_SRR17241642_MAG09.fasta,99.99,0.98,2487993.0,71131.0
AtH2023_SRR17241642_MAG10.fasta,94.98,2.04,2292525.0,23334.0
AtH2023_SRR17241642_MAG11.fasta,99.91,1.67,2636579.0,81024.0
AtH2023_SRR17241642_MAG12.fasta,79.68,2.81,1273311.0,6259.0
AtH2023_SRR17241642_MAG13.fasta,94.3,2.06,2363744.0,16683.0
AtH2023_SRR17241642_MAG14.fasta,93.82,0.58,2323756.0,8449.0
AtH2023_SRR17241642_MAG15.fasta,78.3,1.41,1928775.0,22250.0
AtH2023_SRR17241642_MAG16.fasta,94.84,1.6,1852673.0,31103.0
AtH2023_SRR17241642_MAG17.fasta,100.0,7.02,3658847.0,46028.0
AtH2023_SRR17241642_MAG18.fasta,93.08,1.73,2911511.0,47460.0
AtH2023_SRR17241642_MAG19.fasta,78.06,2.77,2071604.0,8573.0
AtH2023_SRR17241642_MAG20.fasta,84.59,1.34,2292914.0,11647.0
AtH2023_SRR17241642_MAG21.fasta,94.47,2.86,2397639.0,40468.0
AtH2023_SRR17241642_MAG22.fasta,86.25,3.42,1929923.0,7452.0
AtH2023_SRR17241642_MAG23.fasta,84.0,1.54,2068684.0,7198.0
AtH2023_SRR17241642_MAG24.fasta,86.12,1.26,2276672.0,28782.0
AtH2023_SRR17241642_MAG25.fasta,91.96,0.65,1945284.0,20983.0
AtH2023_SRR17241642_MAG26.fasta,89.04,0.94,1562355.0,16167.0
AtH2023_SRR17241642_MAG27.fasta,86.39,1.93,1532185.0,7935.0
AtH2023_SRR17241642_MAG28.fasta,81.15,2.37,1868450.0,9925.0
AtH2023_SRR17241642_MAG29.fasta,86.81,1.18,2090849.0,45876.0
AtH2023_SRR17241642_MAG30.fasta,99.79,1.48,3036901.0,36243.0
AtH2023_SRR17241642_MAG31.fasta,96.8,0.16,1528415.0,13364.0
AtH2023_SRR17241642_MAG32.fasta,89.96,0.0,3360360.0,23106.0
AtH2023_SRR17241642_MAG33.fasta,68.78,0.0,1057189.0,68988.0
AtH2023_SRR17241642_MAG34.fasta,95.72,1.64,1537419.0,17092.0
AtH2023_SRR17241642_MAG35.fasta,83.68,0.8,2188134.0,37439.0
AtH2023_SRR17241642_MAG36.fasta,94.07,0.66,1599628.0,12275.0
AtH2023_SRR17241642_MAG37.fasta,92.63,1.48,2069714.0,16654.0
AtH2023_SRR17241642_MAG38.fasta,90.4,0.84,1927673.0,34283.0
AtH2023_SRR17241642_MAG39.fasta,90.24,3.12,1785508.0,31924.0
AtH2023_SRR17241642_MAG40.fasta,84.55,0.11,2167973.0,17095.0
AtH2023_SRR17241642_MAG41.fasta,95.6,0.41,1561059.0,60024.0
AtH2023_SRR17241642_MAG42.fasta,65.23,0.14,1558187.0,131079.0
AtH2023_SRR17241642_MAG43.fasta,99.81,0.05,1076236.0,54676.0
AtH2023_SRR17241642_MAG44.fasta,87.01,0.17,2666486.0,77472.0
AtH2023_SRR17241645_MAG01.fasta,98.96,1.96,2244171.0,41788.0
AtH2023_SRR17241645_MAG02.fasta,84.03,0.16,2925639.0,85058.0
AtH2023_SRR17241645_MAG03.fasta,96.8,0.96,2638909.0,59626.0
AtH2023_SRR17241645_MAG04.fasta,98.19,0.44,2603745.0,33786.0
AtH2023_SRR17241645_MAG05.fasta,85.42,0.81,1318489.0,26941.0
AtH2023_SRR17241645_MAG06.fasta,93.42,1.92,1551664.0,24843.0
AtH2023_SRR17241645_MAG07.fasta,91.64,0.22,2420041.0,20926.0
AtH2023_SRR17241645_MAG08.fasta,95.88,0.39,2727874.0,22937.0
AtH2023_SRR17241645_MAG09.fasta,99.73,0.01,2186555.0,110963.0
AtH2023_SRR17241645_MAG10.fasta,98.64,2.19,3200082.0,33398.0
AtH2023_SRR17241645_MAG11.fasta,82.78,2.75,1621294.0,29370.0
AtH2023_SRR17241645_MAG12.fasta,91.18,0.05,2638758.0,25763.0
AtH2023_SRR17241645_MAG13.fasta,72.37,2.8,1715011.0,6968.0
AtH2023_SRR17241645_MAG14.fasta,99.12,0.69,2121434.0,23163.0
AtH2023_SRR17241645_MAG15.fasta,89.96,4.08,1530808.0,5074.0
AtH2023_SRR17241645_MAG16.fasta,56.05,1.03,967824.0,7074.0
AtH2023_SRR17241645_MAG17.fasta,95.91,1.17,1971543.0,11853.0
AtH2023_SRR17241645_MAG18.fasta,99.82,0.05,3308971.0,37771.0
AtH2023_SRR17241645_MAG19.fasta,93.93,0.43,1995009.0,10343.0
AtH2023_SRR17241645_MAG20.fasta,89.88,0.18,2173338.0,44251.0
AtH2023_SRR17241645_MAG21.fasta,99.57,1.83,2837658.0,31222.0
AtH2023_SRR17241645_MAG22.fasta,91.17,1.3,2095643.0,11544.0
AtH2023_SRR17241645_MAG23.fasta,92.1,0.2,2152391.0,38625.0
AtH2023_SRR17241645_MAG24.fasta,85.98,1.58,1447247.0,6738.0
AtH2023_SRR17241645_MAG25.fasta,95.17,2.52,2915462.0,17233.0
AtH2023_SRR17241645_MAG26.fasta,77.06,0.2,1646301.0,12639.0
AtH2023_SRR17241645_MAG27.fasta,95.56,1.75,1559392.0,18126.0
AtH2023_SRR17241645_MAG28.fasta,76.67,0.03,2423824.0,76144.0
AtH2023_SRR17241645_MAG29.fasta,95.59,0.42,2001779.0,64318.0
AtH2023_SRR17241645_MAG30.fasta,84.16,2.39,1604376.0,38876.0
AtH2023_SRR17241645_MAG31.fasta,89.42,1.02,1610819.0,9948.0
AtH2023_SRR17241645_MAG32.fasta,94.7,0.16,1769647.0,39179.0
AtH2023_SRR17241645_MAG33.fasta,77.35,0.1,2219623.0,50684.0
AtH2023_SRR17241645_MAG34.fasta,86.85,0.24,2716327.0,45337.0
AtH2023_SRR17241645_MAG35.fasta,99.21,0.77,2285829.0,133809.0
AtH2023_SRR17241645_MAG36.fasta,76.48,0.06,1779098.0,98169.0
AtH2023_SRR17241645_MAG37.fasta,79.34,0.04,1745798.0,167274.0
AtH2023_SRR17241646_MAG01.fasta,69.72,0.61,1912254.0,51623.0
AtH2023_SRR17241646_MAG02.fasta,98.42,2.89,2097461.0,34652.0
AtH2023_SRR17241646_MAG03.fasta,93.5,0.12,1821363.0,73686.0
