Bin Id	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
AtH2023_SRR17241564_MAG12	96.81	96.81	0.04	89.55	Gradient Boost (General Model)	11	0.926	16060	360.5924507658643	2131342	0.53	1828	None	96.61	SRR17241564	0	2131342	2131342	16060	203	203	9.684086987500752
AtH2023_SRR17241564_MAG13	85.17	85.17	0.33	82.18	Gradient Boost (General Model)	11	0.872	10007	273.2313144329897	1455962	0.47	1552	None	83.52	SRR17241564	0	1455962	1455962	10007	216	216	9.211040127090456
AtH2023_SRR17241564_MAG14	78.53	93.99	1.02	78.53	Neural Network (Specific Model)	11	0.901	11179	351.4378787878788	2313086	0.51	1980	None	73.43	SRR17241564	0	2313086	2313086	11179	306	306	9.321792297270326
AtH2023_SRR17241564_MAG15	94.62	94.62	2.14	84.12	Gradient Boost (General Model)	11	0.886	9514	286.5709255533199	1925501	0.62	1988	None	83.92	SRR17241564	0	1925501	1925501	9514	279	279	9.160519676992228
AtH2023_SRR17241564_MAG16	97.76	97.76	0.5	84.28	Gradient Boost (General Model)	11	0.897	18663	356.3905483727151	2671567	0.52	2243	None	95.26	SRR17241564	0	2671567	2671567	18663	212	212	9.83429823318313
AtH2023_SRR17241564_MAG17	85.25	94.63	1.4	85.25	Neural Network (Specific Model)	11	0.86	20862	304.82281708094325	1666705	0.45	1569	None	78.25	SRR17241564	0	1666705	1666705	20862	127	127	9.945684601235916
AtH2023_SRR17241564_MAG18	56.06	61.11	0.8	56.06	Neural Network (Specific Model)	11	0.899	23570	298.40816326530614	1510069	0.58	1519	None	52.06	SRR17241564	0	1510069	1510069	23570	102	102	10.067729995930176
AtH2023_SRR17241564_MAG19	84.49	91.42	0.71	84.49	Neural Network (Specific Model)	11	0.889	15127	336.5771842462653	2508057	0.49	2209	None	80.94	SRR17241564	0	2508057	2508057	15127	250	250	9.6242365055622
AtH2023_SRR17241564_MAG20	95.57	95.57	1.11	86.99	Gradient Boost (General Model)	11	0.91	39559	316.827804107425	1980213	0.6	1899	None	90.02	SRR17241564	0	1980213	1980213	39559	89	89	10.585548507358508
AtH2023_SRR17241564_MAG21	91.12	97.33	0.13	91.12	Neural Network (Specific Model)	11	0.822	37077	356.06727430555554	2990736	0.5	2304	None	90.47	SRR17241564	0	2990736	2990736	37077	132	132	10.520752110257844
AtH2023_SRR17241564_MAG22	85.93	91.63	2.8	85.93	Neural Network (Specific Model)	11	0.921	21551	292.75206611570246	1725528	0.34	1815	None	71.93	SRR17241564	0	1725528	1725528	21551	131	131	9.978177498167572
AtH2023_SRR17241564_MAG23	73.31	73.31	1.93	71.44	Gradient Boost (General Model)	11	0.895	5059	300.6771573604061	1983152	0.5	1970	None	63.66	SRR17241564	0	1983152	1983152	5059	454	454	8.528924114291936
AtH2023_SRR17241564_MAG24	86.25	90.97	0.69	86.25	Neural Network (Specific Model)	11	0.846	35030	347.2888583218707	2683564	0.5	2181	None	82.8	SRR17241564	0	2683564	2683564	35030	107	107	10.463960116191531
AtH2023_SRR17241564_MAG25	82.97	82.97	1.62	85.87	Gradient Boost (General Model)	11	0.877	16572	284.94459681843114	1774117	0.6	1823	None	74.87	SRR17241564	0	1774117	1774117	16572	175	175	9.715469803197292
AtH2023_SRR17241564_MAG26	97.56	97.56	2.7	89.15	Gradient Boost (General Model)	11	0.881	13275	303.5048115477145	2572172	0.47	2494	None	84.06	SRR17241564	0	2572172	2572172	13275	293	293	9.49363784611014
AtH2023_SRR17241564_MAG27	88.65	83.42	0.91	88.65	Neural Network (Specific Model)	11	0.933	36577	371.83615537848607	2396107	0.52	2008	None	84.10000000000001	SRR17241564	0	2396107	2396107	36577	128	128	10.507174906553256
AtH2023_SRR17241564_MAG28	86.02	86.02	0.12	84.46	Gradient Boost (General Model)	11	0.877	40707	298.2287262872629	1879216	0.54	1845	None	85.42	SRR17241564	0	1879216	1879216	40707	65	65	10.614155346814062
AtH2023_SRR17241564_MAG29	95.28	95.28	0.31	84.82	Gradient Boost (General Model)	11	0.88	11802	288.3284671532847	1614312	0.62	1644	None	93.73	SRR17241564	0	1614312	1614312	11802	188	188	9.376024287617112
AtH2023_SRR17241564_MAG30	95.09	95.09	2.48	96.49	Gradient Boost (General Model)	11	0.899	21969	307.1984771573604	2015145	0.44	1970	None	82.69	SRR17241564	0	2015145	2015145	21969	147	147	9.99738764772918
AtH2023_SRR17241564_MAG31	95.0	95.0	1.22	92.46	Gradient Boost (General Model)	11	0.917	34747	311.0468303826385	1778563	0.43	1751	None	88.9	SRR17241564	0	1778563	1778563	34747	86	86	10.455848516330956
AtH2023_SRR17241564_MAG32	97.3	97.3	0.68	84.88	Gradient Boost (General Model)	11	0.929	55619	374.03291278113	2197842	0.54	1823	None	93.9	SRR17241564	0	2197842	2197842	55619	62	62	10.926280148482135
AtH2023_SRR17241564_MAG33	82.35	82.35	1.32	76.4	Gradient Boost (General Model)	11	0.888	16969	302.190136275146	1571325	0.52	1541	None	75.75	SRR17241564	0	1571325	1571325	16969	145	145	9.739143428972826
AtH2023_SRR17241564_MAG34	82.19	89.28	0.07	82.19	Neural Network (Specific Model)	11	0.917	46628	312.92272467086434	1785007	0.42	1747	None	81.84	SRR17241564	0	1785007	1785007	46628	64	64	10.749956498039722
AtH2023_SRR17241564_MAG35	98.23	94.57	0.0	98.23	Neural Network (Specific Model)	11	0.907	64909	363.5092918131592	2390000	0.49	1991	None	98.23	SRR17241564	0	2390000	2390000	64909	55	55	11.080741567962146
AtH2023_SRR17241564_MAG36	84.07	88.45	0.0	84.07	Neural Network (Specific Model)	11	0.914	40582	283.13310104529614	1331729	0.31	1435	None	84.07	SRR17241564	0	1331729	1331729	40582	53	53	10.611079897527569
AtH2023_SRR17241564_MAG37	88.5	87.38	0.05	88.5	Neural Network (Specific Model)	11	0.835	21119	363.746013667426	2292579	0.52	1756	None	88.25	SRR17241564	0	2292579	2292579	21119	151	151	9.957928388214375
AtH2023_SRR17241564_MAG38	86.7	90.43	3.18	86.7	Neural Network (Specific Model)	11	0.89	32486	296.2755039706781	1632948	0.39	1637	None	70.8	SRR17241564	0	1632948	1632948	32486	81	81	10.38856450627934
AtH2023_SRR17241564_MAG39	75.29	86.64	0.51	75.29	Neural Network (Specific Model)	11	0.892	33816	306.10148777895853	1934543	0.4	1882	None	72.74000000000001	SRR17241564	0	1934543	1934543	33816	95	95	10.428689342246626
AtH2023_SRR17241564_MAG40	67.05	73.21	0.19	67.05	Neural Network (Specific Model)	11	0.899	49025	313.3516417910448	1747349	0.45	1675	None	66.1	SRR17241564	0	1747349	1747349	49025	64	64	10.800085651064547
AtH2023_SRR17241565_MAG01	89.42	82.94	5.27	89.42	Neural Network (Specific Model)	11	0.88	22099	304.3859918200409	2026760	0.42	1956	None	63.07000000000001	SRR17241565	0	2026760	2026760	22099	180	180	10.003287637613305
AtH2023_SRR17241565_MAG02	99.99	99.2	0.61	99.99	Neural Network (Specific Model)	11	0.904	89142	345.18909710391824	2683893	0.51	2348	None	96.94	SRR17241565	0	2683893	2683893	89142	69	69	11.397985882865408
AtH2023_SRR17241565_MAG03	99.89	100.0	7.7	99.89	Neural Network (Specific Model)	11	0.88	30154	283.6948193295603	2218797	0.38	2297	None	61.39	SRR17241565	0	2218797	2218797	30154	196	196	10.314072863338865
AtH2023_SRR17241565_MAG04	89.46	94.34	0.08	89.46	Neural Network (Specific Model)	11	0.824	71137	365.9854561480829	3020402	0.5	2269	None	89.05999999999999	SRR17241565	0	3020402	3020402	71137	92	92	11.172362874244964
AtH2023_SRR17241565_MAG05	96.26	99.44	1.16	96.26	Neural Network (Specific Model)	11	0.886	31699	306.2563600782779	1587322	0.5	1533	None	90.46	SRR17241565	0	1587322	1587322	31699	99	99	10.36404041362647
AtH2023_SRR17241565_MAG06	99.57	99.57	0.49	99.97	Gradient Boost (General Model)	11	0.876	100525	361.5111441307578	2495370	0.48	2019	None	97.12	SRR17241565	0	2495370	2495370	100525	50	50	11.518161731765474
AtH2023_SRR17241565_MAG07	93.47	93.47	2.77	86.94	Gradient Boost (General Model)	11	0.869	7022	311.24236817761334	2319918	0.49	2162	None	79.62	SRR17241565	0	2319918	2319918	7022	499	499	8.856803356728378
AtH2023_SRR17241565_MAG08	97.86	98.92	0.18	97.86	Neural Network (Specific Model)	11	0.894	47545	356.05993690851733	2270560	0.49	1902	None	96.96	SRR17241565	0	2270560	2270560	47545	81	81	10.769431909973544
AtH2023_SRR17241565_MAG09	89.04	83.93	6.14	89.04	Neural Network (Specific Model)	11	0.882	30844	309.0609543712992	3012307	0.56	2871	None	58.34	SRR17241565	0	3012307	3012307	30844	180	180	10.336697520952852
AtH2023_SRR17241565_MAG10	87.03	91.08	1.82	87.03	Neural Network (Specific Model)	11	0.89	7223	291.60184735051047	2018706	0.45	2057	None	77.93	SRR17241565	0	2018706	2018706	7223	344	344	8.885025658050846
AtH2023_SRR17241565_MAG11	91.92	91.92	0.29	81.03	Gradient Boost (General Model)	11	0.928	8034	283.43257756563247	1532090	0.43	1676	None	90.47	SRR17241565	0	1532090	1532090	8034	252	252	8.991437814919227
AtH2023_SRR17241565_MAG12	85.21	90.45	0.04	85.21	Neural Network (Specific Model)	11	0.891	32975	359.3822916666667	2319443	0.47	1920	None	85.00999999999999	SRR17241565	0	2319443	2319443	32975	112	112	10.403504977585516
AtH2023_SRR17241565_MAG13	85.18	84.65	2.72	85.18	Neural Network (Specific Model)	11	0.875	7402	268.09257142857143	1605302	0.34	1750	None	71.58000000000001	SRR17241565	0	1605302	1605302	7402	295	295	8.909505512946101
AtH2023_SRR17241565_MAG14	90.53	90.53	1.95	83.83	Gradient Boost (General Model)	11	0.884	6461	269.0512521840419	1565629	0.62	1717	None	80.78	SRR17241565	0	1565629	1565629	6461	300	300	8.773539383558166
AtH2023_SRR17241565_MAG15	92.02	92.02	1.27	84.83	Gradient Boost (General Model)	11	0.891	6739	280.7588652482269	1731168	0.52	1833	None	85.67	SRR17241565	0	1731168	1731168	6739	319	319	8.815666824946216
AtH2023_SRR17241565_MAG16	87.62	96.67	0.76	87.62	Neural Network (Specific Model)	11	0.891	27293	332.7050599201065	1679466	0.51	1502	None	83.82000000000001	SRR17241565	0	1679466	1679466	27293	86	86	10.214385538037911
AtH2023_SRR17241565_MAG17	87.04	94.25	1.07	87.04	Neural Network (Specific Model)	11	0.873	19140	314.8913470993117	2197459	0.51	2034	None	81.69000000000001	SRR17241565	0	2197459	2197459	19140	171	171	9.859535665006945
AtH2023_SRR17241565_MAG18	95.72	95.72	5.77	89.78	Gradient Boost (General Model)	11	0.895	11840	300.90843373493976	2090197	0.63	2075	None	66.87	SRR17241565	0	2090197	2090197	11840	279	279	9.379238908437996
AtH2023_SRR17241565_MAG19	91.37	91.71	2.72	91.37	Neural Network (Specific Model)	11	0.899	13748	308.6353330184223	2177263	0.61	2117	None	77.77000000000001	SRR17241565	0	2177263	2177263	13748	223	223	9.528648637969724
AtH2023_SRR17241565_MAG20	95.65	95.65	0.05	89.83	Gradient Boost (General Model)	11	0.892	43755	298.00538277511964	1673080	0.54	1672	None	95.4	SRR17241565	0	1673080	1673080	43755	66	66	10.686361170969931
AtH2023_SRR17241565_MAG21	93.63	93.63	3.61	83.96	Gradient Boost (General Model)	11	0.901	8232	281.9750201450443	2326122	0.47	2482	None	75.58	SRR17241565	0	2326122	2326122	8232	379	379	9.015784277513886
AtH2023_SRR17241565_MAG22	84.28	88.08	0.64	84.28	Neural Network (Specific Model)	11	0.919	25095	323.6614255765199	2012537	0.46	1908	None	81.08	SRR17241565	0	2012537	2012537	25095	119	119	10.130423902089031
AtH2023_SRR17241565_MAG23	96.73	96.73	0.49	90.43	Gradient Boost (General Model)	11	0.911	89338	329.0426829268293	1773342	0.42	1640	None	94.28	SRR17241565	0	1773342	1773342	89338	27	27	11.400182208266456
AtH2023_SRR17241565_MAG24	62.46	71.49	0.72	62.46	Neural Network (Specific Model)	11	0.908	31009	317.906432748538	1613409	0.45	1539	None	58.86	SRR17241565	0	1613409	1613409	31009	80	80	10.342032763912483
AtH2023_SRR17241565_MAG25	93.47	100.0	0.03	93.47	Neural Network (Specific Model)	11	0.85	24623	314.0798056904927	1595613	0.29	1441	None	93.32	SRR17241565	0	1595613	1595613	24623	109	109	10.111436244467797
AtH2023_SRR17241565_MAG26	89.64	89.64	0.16	85.13	Gradient Boost (General Model)	11	0.895	111032	335.16508114157807	2003641	0.58	1787	None	88.84	SRR17241565	0	2003641	2003641	111032	42	42	11.617573727035676
AtH2023_SRR17241565_MAG27	81.89	81.89	2.14	92.01	Gradient Boost (General Model)	11	0.909	47587	317.9030303030303	1555154	0.55	1485	None	71.19	SRR17241565	0	1555154	1555154	47587	60	60	10.770314893674692
AtH2023_SRR17241569_MAG01	87.68	87.68	3.67	81.36	Gradient Boost (General Model)	11	0.909	13534	346.83895131086143	2136745	0.54	1869	None	69.33000000000001	SRR17241569	0	2136745	2136745	13534	284	284	9.51296031679217
AtH2023_SRR17241569_MAG02	99.98	99.98	2.04	87.65	Gradient Boost (General Model)	11	0.933	16369	317.6788154897494	1790331	0.44	1756	None	89.78	SRR17241569	0	1790331	1790331	16369	213	213	9.703144581144354
AtH2023_SRR17241569_MAG03	99.68	99.68	1.97	99.97	Gradient Boost (General Model)	11	0.908	41582	311.9961013645224	1583990	0.55	1539	None	89.83000000000001	SRR17241569	0	1583990	1583990	41582	81	81	10.635422660303334
AtH2023_SRR17241569_MAG04	91.99	91.99	2.3	84.42	Gradient Boost (General Model)	11	0.893	25490	309.775625	1662262	0.52	1600	None	80.49	SRR17241569	0	1662262	1662262	25490	104	104	10.14604149737016
AtH2023_SRR17241569_MAG05	89.45	89.45	1.52	82.13	Gradient Boost (General Model)	11	0.887	15263	300.57712305026	1757888	0.49	1731	None	81.85000000000001	SRR17241569	0	1757888	1757888	15263	216	216	9.633186877915122
AtH2023_SRR17241569_MAG06	87.23	87.23	0.1	70.83	Gradient Boost (General Model)	11	0.942	10283	309.09806451612906	1523999	0.38	1550	None	86.73	SRR17241569	0	1523999	1523999	10283	258	258	9.23824732522919
AtH2023_SRR17241569_MAG07	76.19	76.19	1.43	78.59	Gradient Boost (General Model)	11	0.893	6555	273.0918442321822	1246143	0.44	1361	None	69.03999999999999	SRR17241569	0	1246143	1246143	6555	290	290	8.7879833961978
AtH2023_SRR17241569_MAG08	95.63	95.63	0.59	84.96	Gradient Boost (General Model)	11	0.921	33431	319.8890274314214	2502538	0.44	2406	None	92.68	SRR17241569	0	2502538	2502538	33431	154	154	10.417238892218322
AtH2023_SRR17241569_MAG09	77.1	75.45	4.92	77.1	Neural Network (Specific Model)	11	0.865	9737	326.87735849056605	2758493	0.45	2438	None	52.49999999999999	SRR17241569	0	2758493	2758493	9737	465	465	9.183688340978756
AtH2023_SRR17241569_MAG10	52.8	61.12	0.44	52.8	Neural Network (Specific Model)	11	0.876	28549	283.8736559139785	1084051	0.38	1116	None	50.6	SRR17241569	0	1084051	1084051	28549	79	79	10.25937718820102
AtH2023_SRR17241569_MAG11	96.81	96.81	3.21	95.27	Gradient Boost (General Model)	11	0.88	126011	313.5706638115632	1993892	0.57	1868	None	80.76	SRR17241569	0	1993892	1993892	126011	68	68	11.744124483710356
AtH2023_SRR17241569_MAG12	84.13	94.51	1.41	84.13	Neural Network (Specific Model)	11	0.89	55835	353.7093394077449	2613842	0.5	2195	None	77.08	SRR17241569	0	2613842	2613842	55835	149	149	10.930156191879892
AtH2023_SRR17241569_MAG13	91.98	91.98	6.6	94.9	Gradient Boost (General Model)	11	0.914	30659	351.2478455704929	3337361	0.6	2901	None	58.98	SRR17241569	0	3337361	3337361	30659	242	242	10.33068153610786
AtH2023_SRR17241569_MAG14	99.91	97.7	1.47	99.91	Neural Network (Specific Model)	11	0.909	94503	319.79665271966525	2517909	0.4	2390	None	92.56	SRR17241569	0	2517909	2517909	94503	87	87	11.456386859009683
AtH2023_SRR17241569_MAG15	96.04	96.04	1.39	84.88	Gradient Boost (General Model)	11	0.879	36165	277.505076142132	1115763	0.28	1182	None	89.09	SRR17241569	0	1115763	1115763	36165	74	74	10.49584707928338
AtH2023_SRR17241569_MAG16	83.83	97.02	0.07	83.83	Neural Network (Specific Model)	11	0.91	73878	359.5656753407683	1909456	0.47	1614	None	83.48	SRR17241569	0	1909456	1909456	73878	42	42	11.210170363020929
AtH2023_SRR17241569_MAG17	89.03	94.58	0.23	89.03	Neural Network (Specific Model)	11	0.906	17697	331.62253779202933	2394336	0.49	2183	None	87.88	SRR17241569	0	2394336	2394336	17697	224	224	9.781150412671185
AtH2023_SRR17241569_MAG18	98.43	98.43	3.71	99.97	Gradient Boost (General Model)	11	0.901	13003	291.1981424148607	2814299	0.41	2907	None	79.88000000000001	SRR17241569	0	2814299	2814299	13003	361	361	9.47293537905132
AtH2023_SRR17241569_MAG19	94.03	94.03	0.06	89.07	Gradient Boost (General Model)	11	0.922	23082	362.93124312431246	2142899	0.53	1818	None	93.73	SRR17241569	0	2142899	2142899	23082	140	140	10.046808371980353
AtH2023_SRR17241569_MAG20	64.31	64.31	0.23	53.28	Gradient Boost (General Model)	11	0.886	61519	417.0880330123797	2051569	0.55	1454	None	63.16	SRR17241569	0	2051569	2051569	61519	46	46	11.02710134917095
AtH2023_SRR17241569_MAG21	91.27	91.27	3.0	68.38	Gradient Boost (General Model)	11	0.913	5149	276.0316114109484	1174185	0.48	1297	None	76.27	SRR17241569	0	1174185	1174185	5149	285	285	8.546557800046141
AtH2023_SRR17241569_MAG22	99.86	98.49	1.65	99.86	Neural Network (Specific Model)	11	0.918	41300	337.9089686098655	2459770	0.37	2230	None	91.61	SRR17241569	0	2459770	2459770	41300	111	111	10.628617778949124
AtH2023_SRR17241569_MAG23	65.88	65.88	0.88	61.08	Gradient Boost (General Model)	11	0.904	10830	339.45961177207266	1796572	0.52	1597	None	61.48	SRR17241569	0	1796572	1796572	10830	237	237	9.290075339995036
AtH2023_SRR17241569_MAG24	95.47	97.42	0.0	95.47	Neural Network (Specific Model)	11	0.902	37858	373.737533822961	3211261	0.52	2587	None	95.47	SRR17241569	0	3211261	3211261	37858	119	119	10.541597597166165
AtH2023_SRR17241569_MAG25	86.94	86.94	1.62	86.13	Gradient Boost (General Model)	11	0.896	14279	313.3112213267204	1690057	0.5	1613	None	78.84	SRR17241569	0	1690057	1690057	14279	165	165	9.566545205430296
AtH2023_SRR17241569_MAG26	95.44	95.44	1.53	93.53	Gradient Boost (General Model)	11	0.897	19567	322.1522377109318	2934125	0.61	2726	None	87.78999999999999	SRR17241569	0	2934125	2934125	19567	231	231	9.8815997527781
AtH2023_SRR17241569_MAG27	86.6	86.6	0.51	81.71	Gradient Boost (General Model)	11	0.909	51489	312.46369518332136	1430757	0.44	1391	None	84.05	SRR17241569	0	1430757	1430757	51489	52	52	10.849123471604749
AtH2023_SRR17241569_MAG28	93.29	93.29	0.53	83.77	Gradient Boost (General Model)	11	0.897	12486	280.33736059479554	1006808	0.27	1076	None	90.64	SRR17241569	0	1006808	1006808	12486	109	109	9.43236329562169
AtH2023_SRR17241569_MAG29	84.3	84.3	2.87	77.61	Gradient Boost (General Model)	11	0.908	15718	334.0730158730159	1389149	0.29	1260	None	69.94999999999999	SRR17241569	0	1389149	1389149	15718	148	148	9.66256183142612
AtH2023_SRR17241569_MAG30	89.31	93.5	0.81	89.31	Neural Network (Specific Model)	11	0.884	22552	285.96469872185025	1591377	0.39	1643	None	85.26	SRR17241569	0	1591377	1591377	22552	140	140	10.023579032793949
AtH2023_SRR17241569_MAG31	84.21	89.45	3.52	84.21	Neural Network (Specific Model)	11	0.88	29520	341.0837512537613	2314107	0.39	1994	None	66.60999999999999	SRR17241569	0	2314107	2314107	29520	117	117	10.292823278714408
AtH2023_SRR17241569_MAG32	97.82	97.82	0.42	92.82	Gradient Boost (General Model)	11	0.905	14948	311.9347826086956	1424807	0.49	1380	None	95.72	SRR17241569	0	1424807	1424807	14948	134	134	9.612332790605375
AtH2023_SRR17241569_MAG33	99.71	98.49	0.15	99.71	Neural Network (Specific Model)	11	0.886	32434	293.77164849262346	1548300	0.41	1559	None	98.96	SRR17241569	0	1548300	1548300	32434	69	69	10.38696253427932
AtH2023_SRR17241569_MAG34	94.25	94.25	3.61	84.8	Gradient Boost (General Model)	11	0.889	10679	287.7785571142285	1935972	0.62	1996	None	76.2	SRR17241569	0	1935972	1935972	10679	258	258	9.276034475171546
AtH2023_SRR17241569_MAG35	89.8	89.8	3.37	84.11	Gradient Boost (General Model)	11	0.893	7690	274.4134477825465	1286376	0.58	1398	None	72.94999999999999	SRR17241569	0	1286376	1286376	7690	208	208	8.94767606249969
AtH2023_SRR17241569_MAG36	84.29	84.29	0.93	77.53	Gradient Boost (General Model)	11	0.893	7498	279.9670731707317	1540219	0.53	1640	None	79.64	SRR17241569	0	1540219	1540219	7498	255	255	8.922391597295857
AtH2023_SRR17241569_MAG37	79.28	79.28	1.28	71.35	Gradient Boost (General Model)	11	0.901	6240	277.6374807987711	1202742	0.54	1302	None	72.88	SRR17241569	0	1202742	1202742	6240	224	224	8.738735461363474
AtH2023_SRR17241569_MAG38	94.54	94.54	2.27	80.61	Gradient Boost (General Model)	11	0.882	27382	296.01807228915663	2168349	0.55	2158	None	83.19000000000001	SRR17241569	0	2168349	2168349	27382	123	123	10.2176411421937
AtH2023_SRR17241569_MAG39	92.68	92.68	0.71	85.92	Gradient Boost (General Model)	11	0.894	13803	300.2919326755659	1733780	0.61	1723	None	89.13000000000001	SRR17241569	0	1733780	1733780	13803	178	178	9.532641238823578
AtH2023_SRR17241569_MAG40	69.6	69.6	1.68	55.21	Gradient Boost (General Model)	11	0.889	40253	332.41639344262296	1025903	0.51	915	None	61.2	SRR17241569	0	1025903	1025903	40253	36	36	10.602939814230668
AtH2023_SRR17241569_MAG41	86.71	86.71	4.37	80.75	Gradient Boost (General Model)	11	0.896	6775	290.672385168788	1756969	0.48	1807	None	64.85999999999999	SRR17241569	0	1756969	1756969	6775	313	313	8.820994645747902
AtH2023_SRR17241569_MAG42	95.41	95.41	0.66	90.58	Gradient Boost (General Model)	11	0.906	67576	321.493836384012	2843584	0.45	2677	None	92.11	SRR17241569	0	2843584	2843584	67576	86	86	11.121008169407332
AtH2023_SRR17241569_MAG43	98.55	98.55	0.21	90.62	Gradient Boost (General Model)	11	0.931	66310	364.7446597118728	2362685	0.47	2013	None	97.5	SRR17241569	0	2362685	2362685	66310	59	59	11.102095994362914
AtH2023_SRR17241569_MAG44	82.88	82.88	2.29	86.34	Gradient Boost (General Model)	11	0.86	6479	285.9419642857143	1561412	0.5	1568	None	71.42999999999999	SRR17241569	0	1561412	1561412	6479	305	305	8.776321456449958
AtH2023_SRR17241569_MAG45	97.22	97.41	0.0	97.22	Neural Network (Specific Model)	11	0.907	61051	291.7603062426384	1637470	0.31	1698	None	97.22	SRR17241569	0	1637470	1637470	61051	38	38	11.01946485942108
AtH2023_SRR17241569_MAG46	57.58	57.58	0.51	37.66	Gradient Boost (General Model)	11	0.887	14024	277.29383886255926	395087	0.29	422	None	55.03	SRR17241569	0	395087	395087	14024	36	36	9.54852542660107
AtH2023_SRR17241575_MAG01	92.89	92.89	0.62	87.46	Gradient Boost (General Model)	11	0.874	16382	325.0750524109015	2658255	0.56	2385	None	89.79	SRR17241575	0	2658255	2658255	16382	308	308	9.703938450075547
AtH2023_SRR17241575_MAG02	97.19	97.19	0.74	90.29	Gradient Boost (General Model)	11	0.89	22021	294.15493623051486	2095533	0.34	2117	None	93.49	SRR17241575	0	2095533	2095533	22021	153	153	9.999751822506193
AtH2023_SRR17241575_MAG03	94.84	94.84	0.59	94.79	Gradient Boost (General Model)	11	0.86	48925	322.33176193282264	1904159	0.5	1697	None	91.89	SRR17241575	0	1904159	1904159	48925	64	64	10.798043792264275
AtH2023_SRR17241575_MAG04	81.59	81.59	2.89	77.21	Gradient Boost (General Model)	11	0.913	8503	284.69943181818184	1643818	0.61	1760	None	67.14	SRR17241575	0	1643818	1643818	8503	299	299	9.048174321385792
AtH2023_SRR17241575_MAG05	82.5	92.69	0.1	82.5	Neural Network (Specific Model)	11	0.9	22458	325.8229531140658	1549917	0.51	1429	None	82.0	SRR17241575	0	1549917	1549917	22458	128	128	10.019402177132484
AtH2023_SRR17241575_MAG06	100.0	99.81	0.18	100.0	Neural Network (Specific Model)	11	0.844	145708	303.10505529225907	2724701	0.37	2532	None	99.1	SRR17241575	0	2724701	2724701	145708	54	54	11.8893598980198
AtH2023_SRR17241575_MAG07	99.63	100.0	1.85	99.63	Neural Network (Specific Model)	11	0.894	18247	281.8976501305483	1809197	0.38	1915	None	90.38	SRR17241575	0	1809197	1809197	18247	229	229	9.811755961936536
AtH2023_SRR17241575_MAG08	78.97	75.8	0.9	78.97	Neural Network (Specific Model)	11	0.908	35006	344.9202657807309	2055707	0.51	1806	None	74.47	SRR17241575	0	2055707	2055707	35006	140	140	10.46327475435078
AtH2023_SRR17241575_MAG09	91.98	91.98	2.9	76.28	Gradient Boost (General Model)	11	0.92	11067	296.1811594202899	1329244	0.48	1380	None	77.48	SRR17241575	0	1329244	1329244	11067	236	236	9.311722986264783
AtH2023_SRR17241575_MAG10	100.0	100.0	0.33	99.27	Gradient Boost (General Model)	11	0.864	37194	326.39142857142855	1981538	0.49	1750	None	98.35	SRR17241575	0	1981538	1981538	37194	100	100	10.523902736929974
AtH2023_SRR17241575_MAG11	84.24	95.67	0.33	84.24	Neural Network (Specific Model)	11	0.894	15946	304.800437397485	1867064	0.54	1829	None	82.58999999999999	SRR17241575	0	1867064	1867064	15946	221	221	9.67696329306244
AtH2023_SRR17241575_MAG12	93.12	93.12	2.64	83.13	Gradient Boost (General Model)	11	0.895	6346	283.3486502010339	1649265	0.5	1741	None	79.92	SRR17241575	0	1649265	1649265	6346	324	324	8.75557997214314
AtH2023_SRR17241575_MAG13	93.13	93.13	1.12	83.32	Gradient Boost (General Model)	11	0.921	7712	304.106135986733	1193064	0.5	1206	None	87.53	SRR17241575	0	1193064	1193064	7712	191	191	8.950532836290382
AtH2023_SRR17241575_MAG14	97.33	97.33	0.54	92.83	Gradient Boost (General Model)	11	0.903	15931	309.015761821366	1756149	0.5	1713	None	94.63	SRR17241575	0	1756149	1756149	15931	154	154	9.676022175572896
AtH2023_SRR17241575_MAG15	79.05	79.05	4.71	76.0	Gradient Boost (General Model)	11	0.877	5348	299.6193284936479	2256444	0.62	2204	None	55.5	SRR17241575	0	2256444	2256444	5348	510	510	8.584477938221834
AtH2023_SRR17241575_MAG16	95.96	95.96	0.15	81.37	Gradient Boost (General Model)	11	0.943	27770	359.13117170228446	1546132	0.49	1357	None	95.21	SRR17241575	0	1546132	1546132	27770	71	71	10.231711580300844
AtH2023_SRR17241575_MAG17	73.07	73.07	0.2	66.44	Gradient Boost (General Model)	11	0.85	20067	316.8565573770492	1361136	0.57	1220	None	72.07	SRR17241575	0	1361136	1361136	20067	104	104	9.90683195378652
AtH2023_SRR17241575_MAG18	81.66	81.66	3.12	77.89	Gradient Boost (General Model)	11	0.937	5036	269.1557610241821	1207653	0.33	1406	None	66.06	SRR17241575	0	1207653	1207653	5036	283	283	8.524367395164237
AtH2023_SRR17241575_MAG19	81.7	81.7	0.08	94.84	Gradient Boost (General Model)	11	0.88	103908	300.173100871731	1640784	0.47	1606	None	81.3	SRR17241575	0	1640784	1640784	103908	35	35	11.5512611712358
