genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AtH2023_SRR11126366_MAG06.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR11126430_MAG4.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR11183533_MAG2.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR14369150_MAG03.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR14369163_MAG01.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR17241527_MAG08.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR17241613_MAG22.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR17241646_MAG32.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR21357876_MAG02.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR21977573_MAG04.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960243_MAG10.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960490_MAG7.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960498_MAG12.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960500_MAG12.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960502_MAG03.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960663_MAG01.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960715_MAG21.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960729_MAG16.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960742_MAG11.fasta,562_1,0.010000000000000009,average,fastANI,562
AtH2023_SRR14369170_MAG15.fasta,562_2,0.010000000000000009,average,fastANI,562
AtH2023_SRR8960268_MAG06.fasta,563_0,0.010000000000000009,average,fastANI,563
AtH2023_ERR1135217_MAG01.fasta,564_1,0.010000000000000009,average,fastANI,564
AtH2023_ERR1135218_MAG01.fasta,564_1,0.010000000000000009,average,fastANI,564
AtH2023_SRR17241564_MAG05.fasta,564_2,0.010000000000000009,average,fastANI,564
AtH2023_ERR1135426_MAG2.fasta,565_0,0.010000000000000009,average,fastANI,565
ERR1135259_MAG3.fasta,566_0,0.010000000000000009,average,fastANI,566
AtH2023_SRR11183842_MAG3.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR11185229_MAG11.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR11185239_MAG20.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR11185252_MAG08.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR8960197_MAG06.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR8960250_MAG06.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR8960303_MAG16.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR8960403_MAG07.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR8960562_MAG24.fasta,567_1,0.010000000000000009,average,fastANI,567
AtH2023_SRR11125051_MAG1.fasta,568_1,0.010000000000000009,average,fastANI,568
AtH2023_SRR11125766_MAG1.fasta,568_1,0.010000000000000009,average,fastANI,568
AtH2023_SRR8960913_MAG07.fasta,568_1,0.010000000000000009,average,fastANI,568
AtH2023_SRR8960340_MAG11.fasta,568_2,0.010000000000000009,average,fastANI,568
AtH2023_SRR8960639_MAG02.fasta,568_3,0.010000000000000009,average,fastANI,568
AtH2023_SRR11126074_MAG5.fasta,568_4,0.010000000000000009,average,fastANI,568
SRR8198110_MAG19.fasta,568_5,0.010000000000000009,average,fastANI,568
AtH2023_ERR1135367_MAG3.fasta,568_6,0.010000000000000009,average,fastANI,568
AtH2023_SRR17241490_MAG20.fasta,568_7,0.010000000000000009,average,fastANI,568
AtH2023_SRR8960393_MAG02.fasta,568_8,0.010000000000000009,average,fastANI,568
AtH2023_ERR1135178_MAG2.fasta,569_1,0.010000000000000009,average,fastANI,569
AtH2023_SRR17241565_MAG09.fasta,569_2,0.010000000000000009,average,fastANI,569
AtH2023_ERR1135265_MAG4.fasta,570_0,0.010000000000000009,average,fastANI,570
AtH2023_SRR8960440_MAG11.fasta,571_0,0.010000000000000009,average,fastANI,571
AtH2023_ERR1135189_MAG08.fasta,572_0,0.010000000000000009,average,fastANI,572
AtH2023_SRR17241527_MAG37.fasta,573_0,0.010000000000000009,average,fastANI,573
AtH2023_SRR11124999_MAG2.fasta,574_1,0.010000000000000009,average,fastANI,574
AtH2023_SRR11125910_MAG2.fasta,574_2,0.010000000000000009,average,fastANI,574
AtH2023_SRR11125003_MAG1.fasta,574_3,0.010000000000000009,average,fastANI,574
AtH2023_SRR11185229_MAG37.fasta,574_3,0.010000000000000009,average,fastANI,574
AtH2023_SRR8960631_MAG10.fasta,574_4,0.010000000000000009,average,fastANI,574
AtH2023_SRR8960970_MAG07.fasta,574_5,0.010000000000000009,average,fastANI,574
AtH2023_ERR1135201_MAG12.fasta,574_6,0.010000000000000009,average,fastANI,574
SRR15057928_MAG07.fasta,575_0,0.010000000000000009,average,fastANI,575
AtH2023_ERR1135190_MAG04.fasta,576_1,0.010000000000000009,average,fastANI,576
AtH2023_SRR14369154_MAG07.fasta,576_2,0.010000000000000009,average,fastANI,576
AtH2023_SRR17241638_MAG10.fasta,577_1,0.010000000000000009,average,fastANI,577
SRR8960621_MAG01.fasta,577_2,0.010000000000000009,average,fastANI,577
AtH2023_ERR1135218_MAG12.fasta,577_3,0.010000000000000009,average,fastANI,577
SRR11183901_MAG5.fasta,578_0,0.010000000000000009,average,fastANI,578
ERR1135259_MAG2.fasta,579_0,0.010000000000000009,average,fastANI,579
AtH2023_SRR8960502_MAG12.fasta,580_1,0.010000000000000009,average,fastANI,580
AtH2023_SRR8960985_MAG05.fasta,580_2,0.010000000000000009,average,fastANI,580
AtH2023_SRR14369163_MAG14.fasta,580_3,0.010000000000000009,average,fastANI,580
AtH2023_SRR8655118_MAG20.fasta,581_0,0.010000000000000009,average,fastANI,581
AtH2023_SRR17241617_MAG13.fasta,582_1,0.010000000000000009,average,fastANI,582
AtH2023_SRR8960319_MAG11.fasta,582_2,0.010000000000000009,average,fastANI,582
AtH2023_SRR8960643_MAG17.fasta,582_3,0.010000000000000009,average,fastANI,582
AtH2023_SRR11183770_MAG5.fasta,582_4,0.010000000000000009,average,fastANI,582
AtH2023_SRR8960393_MAG20.fasta,582_5,0.010000000000000009,average,fastANI,582
AtH2023_SRR11125920_MAG4.fasta,582_6,0.010000000000000009,average,fastANI,582
AtH2023_SRR8960827_MAG18.fasta,582_7,0.010000000000000009,average,fastANI,582
AtH2023_SRR11185229_MAG55.fasta,583_0,0.010000000000000009,average,fastANI,583
AtH2023_SRR11489792_MAG10.fasta,584_0,0.010000000000000009,average,fastANI,584
AtH2023_SRR5240728_MAG11.fasta,585_1,0.010000000000000009,average,fastANI,585
AtH2023_SRR8960349_MAG3.fasta,585_2,0.010000000000000009,average,fastANI,585
AtH2023_ERR1135188_MAG05.fasta,585_3,0.010000000000000009,average,fastANI,585
AtH2023_ERR1135192_MAG03.fasta,585_4,0.010000000000000009,average,fastANI,585
AtH2023_ERR1135426_MAG1.fasta,585_5,0.010000000000000009,average,fastANI,585
AtH2023_SRR8960918_MAG18.fasta,585_6,0.010000000000000009,average,fastANI,585
AtH2023_ERR7197580_MAG09.fasta,585_7,0.010000000000000009,average,fastANI,585
ERR1135378_MAG05.fasta,585_8,0.010000000000000009,average,fastANI,585
AtH2023_ERR1135187_MAG16.fasta,585_9,0.010000000000000009,average,fastANI,585
AtH2023_SRR11124689_MAG1.fasta,586_1,0.010000000000000009,average,fastANI,586
AtH2023_SRR11126233_MAG2.fasta,586_1,0.010000000000000009,average,fastANI,586
AtH2023_SRR8960633_MAG08.fasta,586_1,0.010000000000000009,average,fastANI,586
AtH2023_SRR8960206_MAG03.fasta,586_2,0.010000000000000009,average,fastANI,586
AtH2023_SRR17241527_MAG46.fasta,586_3,0.010000000000000009,average,fastANI,586
AtH2023_SRR17241691_MAG38.fasta,586_3,0.010000000000000009,average,fastANI,586
AtH2023_SRR14369154_MAG13.fasta,586_4,0.010000000000000009,average,fastANI,586
AtH2023_SRR8960411_MAG6.fasta,586_5,0.010000000000000009,average,fastANI,586
AtH2023_SRR8960911_MAG12.fasta,586_6,0.010000000000000009,average,fastANI,586
SRR5976183_MAG02.fasta,586_7,0.010000000000000009,average,fastANI,586
AtH2023_ERR1135206_MAG1.fasta,586_8,0.010000000000000009,average,fastANI,586
AtH2023_ERR1135183_MAG8.fasta,586_9,0.010000000000000009,average,fastANI,586
AtH2023_SRR8960729_MAG14.fasta,586_10,0.010000000000000009,average,fastANI,586
AtH2023_SRR17241510_MAG27.fasta,586_11,0.010000000000000009,average,fastANI,586
AtH2023_SRR11805640_MAG06.fasta,587_1,0.010000000000000009,average,fastANI,587
AtH2023_SRR17241564_MAG25.fasta,587_1,0.010000000000000009,average,fastANI,587
AtH2023_SRR17241646_MAG12.fasta,588_1,0.010000000000000009,average,fastANI,588
AtH2023_SRR5240747_MAG11.fasta,588_1,0.010000000000000009,average,fastANI,588
AtH2023_SRR11489778_MAG06.fasta,588_2,0.010000000000000009,average,fastANI,588
AtH2023_ERR1135178_MAG7.fasta,588_3,0.010000000000000009,average,fastANI,588
AtH2023_SRR8960268_MAG05.fasta,589_1,0.010000000000000009,average,fastANI,589
AtH2023_SRR8960562_MAG15.fasta,589_2,0.010000000000000009,average,fastANI,589
AtH2023_SRR11185229_MAG39.fasta,589_3,0.010000000000000009,average,fastANI,589
AtH2023_SRR22328037_MAG09.fasta,590_1,0.010000000000000009,average,fastANI,590
AtH2023_SRR8960643_MAG04.fasta,590_2,0.010000000000000009,average,fastANI,590
AtH2023_SRR17241613_MAG13.fasta,590_3,0.010000000000000009,average,fastANI,590
AtH2023_SRR8960715_MAG13.fasta,590_4,0.010000000000000009,average,fastANI,590
AtH2023_SRR11126132_MAG1.fasta,590_5,0.010000000000000009,average,fastANI,590
AtH2023_SRR11183550_MAG2.fasta,590_5,0.010000000000000009,average,fastANI,590
AtH2023_SRR8960118_MAG15.fasta,590_5,0.010000000000000009,average,fastANI,590
AtH2023_SRR11183697_MAG11.fasta,590_6,0.010000000000000009,average,fastANI,590
AtH2023_SRR11185229_MAG27.fasta,590_7,0.010000000000000009,average,fastANI,590
AtH2023_SRR11125891_MAG2.fasta,590_8,0.010000000000000009,average,fastANI,590
AtH2023_SRR11126366_MAG04.fasta,590_8,0.010000000000000009,average,fastANI,590
AtH2023_SRR11183374_MAG2.fasta,590_8,0.010000000000000009,average,fastANI,590
AtH2023_ERR1135189_MAG07.fasta,590_9,0.010000000000000009,average,fastANI,590
AtH2023_SRR21977573_MAG07.fasta,590_10,0.010000000000000009,average,fastANI,590
AtH2023_ERR1135187_MAG14.fasta,590_11,0.010000000000000009,average,fastANI,590
AtH2023_ERR1135245_MAG6.fasta,590_12,0.010000000000000009,average,fastANI,590
AtH2023_SRR11125143_MAG4.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125189_MAG08.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125213_MAG6.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125474_MAG2.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126002_MAG2.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126191_MAG3.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126198_MAG2.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126203_MAG7.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126363_MAG1.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11183452_MAG5.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11183552_MAG03.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11183621_MAG6.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11183939_MAG3.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960500_MAG11.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960615_MAG10.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960616_MAG21.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960962_MAG12.fasta,591_1,0.010000000000000009,average,fastANI,591
SRR8960980_MAG12.fasta,591_1,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125122_MAG1.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125252_MAG4.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125256_MAG4.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11125941_MAG5.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126010_MAG7.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126018_MAG1.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11126019_MAG02.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11183352_MAG2.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11184050_MAG1.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR11184060_MAG3.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960502_MAG04.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960663_MAG06.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960688_MAG04.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960915_MAG09.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR8960985_MAG16.fasta,591_2,0.010000000000000009,average,fastANI,591
SRR11126221_MAG4.fasta,591_2,0.010000000000000009,average,fastANI,591
SRR11183407_MAG1.fasta,591_2,0.010000000000000009,average,fastANI,591
AtH2023_SRR21977573_MAG02.fasta,591_3,0.010000000000000009,average,fastANI,591
AtH2023_SRR14369150_MAG05.fasta,592_1,0.010000000000000009,average,fastANI,592
AtH2023_SRR17241527_MAG50.fasta,592_1,0.010000000000000009,average,fastANI,592
AtH2023_SRR17241686_MAG37.fasta,592_1,0.010000000000000009,average,fastANI,592
AtH2023_SRR8960880_MAG11.fasta,592_2,0.010000000000000009,average,fastANI,592
AtH2023_SRR11124817_MAG1.fasta,592_3,0.010000000000000009,average,fastANI,592
AtH2023_SRR11183444_MAG4.fasta,592_4,0.010000000000000009,average,fastANI,592
AtH2023_SRR8960257_MAG11.fasta,593_1,0.010000000000000009,average,fastANI,593
AtH2023_SRR8960486_MAG13.fasta,593_2,0.010000000000000009,average,fastANI,593
AtH2023_SRR16235690_MAG05.fasta,593_3,0.010000000000000009,average,fastANI,593
AtH2023_SRR16235700_MAG05.fasta,593_4,0.010000000000000009,average,fastANI,593
AtH2023_SRR11185229_MAG36.fasta,593_5,0.010000000000000009,average,fastANI,593
AtH2023_SRR8960896_MAG11.fasta,593_5,0.010000000000000009,average,fastANI,593
AtH2023_SRR17241564_MAG29.fasta,593_6,0.010000000000000009,average,fastANI,593
AtH2023_SRR17241642_MAG25.fasta,593_6,0.010000000000000009,average,fastANI,593
AtH2023_SRR11489778_MAG13.fasta,593_7,0.010000000000000009,average,fastANI,593
AtH2023_SRR8960562_MAG19.fasta,593_8,0.010000000000000009,average,fastANI,593
AtH2023_SRR8960888_MAG07.fasta,593_9,0.010000000000000009,average,fastANI,593
AtH2023_SRR16235699_MAG04.fasta,593_10,0.010000000000000009,average,fastANI,593
AtH2023_SRR17241565_MAG14.fasta,593_11,0.010000000000000009,average,fastANI,593
AtH2023_SRR8960206_MAG08.fasta,594_0,0.010000000000000009,average,fastANI,594
AtH2023_SRR11124912_MAG1.fasta,595_1,0.010000000000000009,average,fastANI,595
SRR11183772_MAG1.fasta,595_1,0.010000000000000009,average,fastANI,595
AtH2023_SRR11183697_MAG04.fasta,596_1,0.010000000000000009,average,fastANI,596
AtH2023_SRR8960206_MAG15.fasta,596_1,0.010000000000000009,average,fastANI,596
AtH2023_SRR8960500_MAG16.fasta,596_1,0.010000000000000009,average,fastANI,596
AtH2023_SRR8960985_MAG15.fasta,596_1,0.010000000000000009,average,fastANI,596
AtH2023_SRR8960386_MAG09.fasta,596_2,0.010000000000000009,average,fastANI,596
AtH2023_SRR8960393_MAG29.fasta,596_3,0.010000000000000009,average,fastANI,596
AtH2023_SRR11125084_MAG1.fasta,597_0,0.010000000000000009,average,fastANI,597
AtH2023_SRR17241564_MAG11.fasta,598_1,0.010000000000000009,average,fastANI,598
SRR15057928_MAG10.fasta,598_2,0.010000000000000009,average,fastANI,598
AtH2023_SRR11126019_MAG07.fasta,598_3,0.010000000000000009,average,fastANI,598
AtH2023_SRR8960502_MAG08.fasta,598_3,0.010000000000000009,average,fastANI,598
SRR8960980_MAG06.fasta,598_3,0.010000000000000009,average,fastANI,598
AtH2023_ERR1135188_MAG09.fasta,598_4,0.010000000000000009,average,fastANI,598
AtH2023_SRR11183765_MAG1.fasta,598_5,0.010000000000000009,average,fastANI,598
AtH2023_SRR8960679_MAG11.fasta,598_6,0.010000000000000009,average,fastANI,598
AtH2023_SRR8960200_MAG14.fasta,599_0,0.010000000000000009,average,fastANI,599
AtH2023_SRR8960688_MAG12.fasta,600_1,0.010000000000000009,average,fastANI,600
AtH2023_SRR8960864_MAG18.fasta,600_2,0.010000000000000009,average,fastANI,600
AtH2023_SRR11805640_MAG01.fasta,600_3,0.010000000000000009,average,fastANI,600
AtH2023_SRR18048901_MAG08.fasta,600_4,0.010000000000000009,average,fastANI,600
AtH2023_SRR11185229_MAG53.fasta,600_5,0.010000000000000009,average,fastANI,600
AtH2023_SRR11185229_MAG29.fasta,601_0,0.010000000000000009,average,fastANI,601
AtH2023_SRR8960445_MAG04.fasta,602_1,0.010000000000000009,average,fastANI,602
AtH2023_SRR8960896_MAG09.fasta,602_2,0.010000000000000009,average,fastANI,602
AtH2023_SRR11489788_MAG01.fasta,603_1,0.010000000000000009,average,fastANI,603
AtH2023_SRR8198129_MAG08.fasta,603_1,0.010000000000000009,average,fastANI,603
SRR8198110_MAG14.fasta,604_0,0.010000000000000009,average,fastANI,604
AtH2023_SRR17241481_MAG20.fasta,605_0,0.010000000000000009,average,fastANI,605
AtH2023_SRR8960864_MAG20.fasta,606_0,0.010000000000000009,average,fastANI,606
AtH2023_SRR11125143_MAG3.fasta,607_0,0.010000000000000009,average,fastANI,607
AtH2023_SRR17241527_MAG47.fasta,608_1,0.010000000000000009,average,fastANI,608
AtH2023_SRR17241686_MAG10.fasta,608_1,0.010000000000000009,average,fastANI,608
AtH2023_SRR14369131_MAG03.fasta,609_0,0.010000000000000009,average,fastANI,609
AtH2023_SRR17241617_MAG09.fasta,610_1,0.010000000000000009,average,fastANI,610
AtH2023_SRR17241681_MAG24.fasta,610_1,0.010000000000000009,average,fastANI,610
AtH2023_SRR17241613_MAG29.fasta,610_2,0.010000000000000009,average,fastANI,610
AtH2023_SRR17241638_MAG12.fasta,610_3,0.010000000000000009,average,fastANI,610
AtH2023_SRR8960562_MAG01.fasta,610_4,0.010000000000000009,average,fastANI,610
AtH2023_SRR17241646_MAG07.fasta,610_5,0.010000000000000009,average,fastANI,610
AtH2023_SRR8960200_MAG08.fasta,611_1,0.010000000000000009,average,fastANI,611
AtH2023_SRR8960643_MAG05.fasta,611_1,0.010000000000000009,average,fastANI,611
AtH2023_SRR8960729_MAG09.fasta,611_1,0.010000000000000009,average,fastANI,611
AtH2023_SRR17241564_MAG15.fasta,612_1,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241584_MAG15.fasta,612_2,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241569_MAG34.fasta,612_3,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241510_MAG18.fasta,612_4,0.010000000000000009,average,fastANI,612
AtH2023_SRR8960181_MAG16.fasta,612_5,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241501_MAG22.fasta,612_6,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241508_MAG07.fasta,612_7,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241490_MAG36.fasta,612_8,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241638_MAG20.fasta,612_8,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241627_MAG28.fasta,612_9,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241645_MAG17.fasta,612_10,0.010000000000000009,average,fastANI,612
AtH2023_SRR17241603_MAG30.fasta,612_11,0.010000000000000009,average,fastANI,612
AtH2023_SRR8960451_MAG24.fasta,613_1,0.010000000000000009,average,fastANI,613
AtH2023_SRR8960598_MAG18.fasta,613_1,0.010000000000000009,average,fastANI,613
AtH2023_SRR8960440_MAG12.fasta,613_2,0.010000000000000009,average,fastANI,613
AtH2023_SRR16235699_MAG11.fasta,614_0,0.010000000000000009,average,fastANI,614
AtH2023_SRR17241686_MAG22.fasta,615_0,0.010000000000000009,average,fastANI,615
AtH2023_SRR17241510_MAG41.fasta,616_0,0.010000000000000009,average,fastANI,616
AtH2023_ERR1135202_MAG3.fasta,617_1,0.010000000000000009,average,fastANI,617
AtH2023_SRR8960451_MAG04.fasta,617_2,0.010000000000000009,average,fastANI,617
AtH2023_SRR8960721_MAG10.fasta,618_0,0.010000000000000009,average,fastANI,618
AtH2023_SRR11125197_MAG2.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR11125918_MAG1.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR11183621_MAG1.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR17241617_MAG17.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR17241686_MAG11.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR17241691_MAG03.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR8960287_MAG04.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR8960500_MAG03.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR8960502_MAG11.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR8960710_MAG17.fasta,619_1,0.010000000000000009,average,fastANI,619
SRR11124757_MAG1.fasta,619_1,0.010000000000000009,average,fastANI,619
AtH2023_SRR11185229_MAG12.fasta,620_1,0.010000000000000009,average,fastANI,620
AtH2023_SRR11185252_MAG35.fasta,620_1,0.010000000000000009,average,fastANI,620
AtH2023_SRR8960477_MAG05.fasta,620_1,0.010000000000000009,average,fastANI,620
AtH2023_SRR8960562_MAG29.fasta,620_1,0.010000000000000009,average,fastANI,620
AtH2023_SRR8960896_MAG23.fasta,620_1,0.010000000000000009,average,fastANI,620
AtH2023_SRR11805640_MAG05.fasta,620_2,0.010000000000000009,average,fastANI,620
AtH2023_SRR11125213_MAG4.fasta,621_1,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960985_MAG18.fasta,621_1,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960663_MAG23.fasta,621_2,0.010000000000000009,average,fastANI,621
AtH2023_SRR11125793_MAG2.fasta,621_3,0.010000000000000009,average,fastANI,621
AtH2023_SRR11126366_MAG08.fasta,621_3,0.010000000000000009,average,fastANI,621
AtH2023_SRR11183452_MAG6.fasta,621_3,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960611_MAG08.fasta,621_3,0.010000000000000009,average,fastANI,621
AtH2023_SRR11183552_MAG06.fasta,621_4,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960927_MAG05.fasta,621_5,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960911_MAG04.fasta,621_6,0.010000000000000009,average,fastANI,621
AtH2023_SRR11125474_MAG3.fasta,621_7,0.010000000000000009,average,fastANI,621
AtH2023_SRR11126404_MAG2.fasta,621_7,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960616_MAG06.fasta,621_7,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960827_MAG15.fasta,621_7,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960970_MAG04.fasta,621_7,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960742_MAG05.fasta,621_8,0.010000000000000009,average,fastANI,621
SRR8960777_MAG11.fasta,621_9,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241583_MAG30.fasta,621_10,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241642_MAG36.fasta,621_10,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241510_MAG33.fasta,621_11,0.010000000000000009,average,fastANI,621
AtH2023_SRR11125087_MAG4.fasta,621_12,0.010000000000000009,average,fastANI,621
AtH2023_SRR11183697_MAG08.fasta,621_12,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960498_MAG06.fasta,621_12,0.010000000000000009,average,fastANI,621
AtH2023_SRR21977573_MAG06.fasta,621_13,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241527_MAG02.fasta,621_14,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241646_MAG33.fasta,621_15,0.010000000000000009,average,fastANI,621
AtH2023_SRR17241691_MAG14.fasta,621_16,0.010000000000000009,average,fastANI,621
AtH2023_SRR12203239_MAG4.fasta,621_17,0.010000000000000009,average,fastANI,621
AtH2023_SRR16235699_MAG12.fasta,621_18,0.010000000000000009,average,fastANI,621
AtH2023_SRR8960181_MAG06.fasta,622_1,0.010000000000000009,average,fastANI,622
AtH2023_SRR8960206_MAG04.fasta,622_2,0.010000000000000009,average,fastANI,622
AtH2023_SRR16235690_MAG17.fasta,622_3,0.010000000000000009,average,fastANI,622
AtH2023_SRR17241642_MAG26.fasta,622_4,0.010000000000000009,average,fastANI,622
AtH2023_SRR17241533_MAG03.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR17241569_MAG11.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR17241584_MAG23.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR5240727_MAG13.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR8960615_MAG11.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR8960729_MAG12.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR8960746_MAG12.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR8960864_MAG19.fasta,623_1,0.010000000000000009,average,fastANI,623
AtH2023_SRR14369163_MAG09.fasta,623_2,0.010000000000000009,average,fastANI,623
AtH2023_SRR11124700_MAG3.fasta,623_3,0.010000000000000009,average,fastANI,623
AtH2023_SRR8960192_MAG01.fasta,624_0,0.010000000000000009,average,fastANI,624
AtH2023_ERR8314731_MAG1.fasta,625_1,0.010000000000000009,average,fastANI,625
AtH2023_SRR14369259_MAG01.fasta,625_2,0.010000000000000009,average,fastANI,625
AtH2023_SRR8960158_MAG07.fasta,626_1,0.010000000000000009,average,fastANI,626
AtH2023_SRR8960257_MAG01.fasta,626_1,0.010000000000000009,average,fastANI,626
AtH2023_SRR8960580_MAG09.fasta,626_1,0.010000000000000009,average,fastANI,626
AtH2023_SRR17241638_MAG16.fasta,626_2,0.010000000000000009,average,fastANI,626
AtH2023_SRR8960412_MAG07.fasta,626_2,0.010000000000000009,average,fastANI,626
AtH2023_SRR8960722_MAG01.fasta,626_2,0.010000000000000009,average,fastANI,626
AtH2023_SRR21357662_MAG09.fasta,626_3,0.010000000000000009,average,fastANI,626
AtH2023_SRR8960434_MAG6.fasta,626_3,0.010000000000000009,average,fastANI,626
